condition,id,unit,view,axis,value_at_zero,measured_secant_5deg,measured_secant_10deg,measured_secant_10deg_absolute,measured_secant_20deg,measured_secant_30deg,lsq_slope_through_origin,max_abs_deviation_30deg,apriori_sensitivity,apriori_source,measured_over_apriori,deviation_at_plus10,deviation_at_minus10,asymmetric_in_sign
persp_1.0m,lip_vermilion_ratio,ratio,frontal,pitch,0.501540041067762,0.00021227767819792035,0.00021143030573826047,0.00010604076422293662,0.00020806318165789186,0.0002025301826389502,0.0002060309954197087,0.006599225206826413,0.0,cosine cancels between same-plane terms,,0.0020540026082600704,-0.0021746035065051393,False
persp_1.0m,lip_vermilion_ratio,ratio,frontal,roll,0.501540041067762,9.739962731491443e-16,1.7709023148166258e-16,8.881784197001253e-17,6.640883680562347e-17,6.640883680562346e-17,1.6047099437338347e-16,7.083609259266503e-15,0.0,cosine cancels between same-plane terms,,1.7709023148166258e-15,1.7709023148166258e-15,False
persp_1.0m,facial_width_height_ratio,ratio,frontal,yaw,1.5652001277210474,0.0006935525044174075,0.0013855602671355555,0.00216867910708578,0.002758701611812805,0.0041066838010407215,0.0032155558599863705,0.12320051403122163,0.001519224698779198,"cos(yaw) on the width, 1/cos(pitch) on the height",0.9120179972382946,-0.013855602671355556,-0.013855602671355556,False
persp_1.0m,facial_width_height_ratio,ratio,frontal,pitch,1.5652001277210474,0.0011018656823457316,0.0016904049956082648,0.002645822115026353,0.003522761067455981,0.005680789477020559,0.004276654485941328,0.21259892057717386,0.001519224698779198,"cos(yaw) on the width, 1/cos(pitch) on the height",1.112676088643518,0.005664898340647527,0.02814320157151777,True
persp_1.0m,facial_width_height_ratio,ratio,frontal,roll,1.5652001277210474,2.5275666046811015e-06,5.045801286356015e-06,7.89768881785946e-06,1.0017197086140975e-05,1.4841111628981336e-05,1.1648665549585637e-05,0.0004452333488694401,0.0,"cos(yaw) on the width, 1/cos(pitch) on the height",,5.0458012863560156e-05,5.0458012863560156e-05,False
persp_1.0m,jaw_cheekbone_ratio,ratio,frontal,yaw,0.8249441178905539,1.7054488570721128e-05,3.438631818195911e-05,2.8366790920120178e-05,7.111960913990283e-05,0.00011333250767757591,8.576276217580932e-05,0.0033999752303272776,0.0001519224698779198,cosine cancels between same-plane terms,0.22634122661111877,0.00034386318181959115,0.00034386318181959115,False
persp_1.0m,jaw_cheekbone_ratio,ratio,frontal,pitch,0.8249441178905539,0.0013075321233108797,0.001303115879301595,0.0010749977795596276,0.0012854948673890875,0.001256287744147648,0.001274763478811351,0.039558697543076615,0.0,cosine cancels between same-plane terms,,-0.012812427976824546,0.013249889609207352,False
persp_1.0m,jaw_cheekbone_ratio,ratio,frontal,roll,0.8249441178905539,2.6916320767619582e-17,0.0,0.0,2.0187240575714684e-17,4.48605346126993e-18,6.1286391901656896e-18,4.037448115142937e-16,0.0,cosine cancels between same-plane terms,,0.0,0.0,False
persp_1.0m,ocular_height_asymmetry,deg,frontal,yaw,0.32521472425483294,0.004798457414568136,0.00483543622405872,0.00483543622405872,0.0049904562278138154,0.0052771478562511215,0.005096123490181677,0.20784331253960814,0.01,"measured against the interpupillary axis, so roll cancels exactly; residual is landmark noise in the pupils (evals/ pose sweep)",0.48354362240587195,-0.04341040020724296,0.05329832427393144,True
persp_1.0m,ocular_height_asymmetry,deg,frontal,pitch,0.32521472425483294,0.00024392946731058296,0.00048698495998575065,0.00048698495998575065,0.0009669952648947821,0.0014331487908608924,0.0011246746044332222,0.043633032436560415,0.01,"measured against the interpupillary axis, so roll cancels exactly; residual is landmark noise in the pupils (evals/ pose sweep)",0.048698495998575064,-0.004855568583073289,-0.004884130616641724,False
persp_1.0m,ocular_height_asymmetry,deg,frontal,roll,0.32521472425483294,6.827871601444713e-16,2.0539125955565397e-16,2.0539125955565397e-16,4.85722573273506e-17,1.979897727248196e-16,1.4557585905969552e-16,9.2148511043888e-15,0.01,"measured against the interpupillary axis, so roll cancels exactly; residual is landmark noise in the pupils (evals/ pose sweep)",2.0539125955565396e-14,-2.4980018054066022e-15,1.609823385706477e-15,False
persp_1.0m,mouth_corner_asymmetry,deg,frontal,yaw,0.8814039965821372,0.06974056480669488,0.07028956597249877,0.07028956597249877,0.046963668013073855,0.047478295262272326,0.047877615343741964,2.445236989576392,0.01,"measured against the interpupillary axis, so roll cancels exactly; residual is landmark noise in the pupils (evals/ pose sweep)",7.028956597249877,0.7168058893205607,-0.6889854301294148,False
persp_1.0m,mouth_corner_asymmetry,deg,frontal,pitch,0.8814039965821372,0.0011279051106349524,0.0013766804090676542,0.0013766804090676542,0.0027310645780241364,0.004041367924310039,0.0031791185639203487,0.15129804409821523,0.01,"measured against the interpupillary axis, so roll cancels exactly; residual is landmark noise in the pupils (evals/ pose sweep)",0.13766804090676543,-0.024932949921210867,-0.002600658260142219,True
persp_1.0m,mouth_corner_asymmetry,deg,frontal,roll,0.8814039965821372,1.898481372109018e-15,1.404432126150823e-15,1.404432126150823e-15,3.3306690738754696e-16,3.9227880203422196e-16,3.5472479654485e-16,1.8207657603852567e-14,0.01,"measured against the interpupillary axis, so roll cancels exactly; residual is landmark noise in the pupils (evals/ pose sweep)",1.404432126150823e-13,-1.687538997430238e-14,-1.1213252548714081e-14,False
persp_1.0m,canthal_tilt_asymmetry,deg,frontal,yaw,1.0053212772534756,0.0667224380982919,0.06822940741181652,0.06822940741181652,0.054316884142206166,0.05464069548647443,0.05368619775620236,2.8453762739640434,0.01,"measured against the interpupillary axis, so roll cancels exactly; residual is landmark noise in the pupils (evals/ pose sweep)",6.822940741181651,0.7014873663631818,-0.6631007818731485,False
persp_1.0m,canthal_tilt_asymmetry,deg,frontal,pitch,1.0053212772534756,0.0012539569332262967,0.0018772919325042215,0.0018772919325042215,0.0036764386541399074,0.00533200742210768,0.004233668330109463,0.1885656015856796,0.01,"measured against the interpupillary axis, so roll cancels exactly; residual is landmark noise in the pupils (evals/ pose sweep)",0.18772919325042214,-0.03101241161731494,-0.00653342703276949,True
persp_1.0m,canthal_tilt_asymmetry,deg,frontal,roll,1.0053212772534756,0.0023527236537518982,0.002340500908437715,0.002340500908437715,0.00229218120668786,0.002213641364456468,0.00226334862121213,0.06675987279573192,0.01,"measured against the interpupillary axis, so roll cancels exactly; residual is landmark noise in the pupils (evals/ pose sweep)",0.23405009084377149,-0.02336474062685756,0.023445277541896736,False
persp_1.0m,nasofrontal_angle,deg,profile,yaw,121.53479190518829,0.03673867074044068,0.07354452833751565,0.07354452833751565,0.14760055651495527,0.22253595301679877,0.17313614108503955,7.216706567609577,0.15,"unmeasured angle, conservative default",0.4902968555834377,0.5448156124486303,0.9260749543016829,True
persp_1.0m,nasofrontal_angle,deg,profile,pitch,121.53479190518829,2.842170943040401e-15,0.0,0.0,3.552713678800501e-16,0.0,2.7547195294083885e-16,2.842170943040401e-14,0.15,"unmeasured angle, conservative default",0.0,0.0,0.0,False
persp_1.0m,nasofrontal_angle,deg,profile,roll,121.53479190518829,0.03679015237227503,0.0740778199032178,0.0740778199032178,0.15224334212615992,0.23918109892210093,0.18229431780433425,7.29618284359573,0.05,"unmeasured angle, conservative default",1.4815563980643558,-0.7486017732521475,-0.7329546248122085,False
persp_1.0m,nasolabial_angle,deg,profile,yaw,100.66978280449668,0.05437950692250837,0.06972149558533332,0.06972149558533332,0.14134934789561768,0.21697808947918037,0.16749924006110395,8.168158013331336,0.15,"unmeasured angle, conservative default",0.4648099705688888,0.1524422590824912,1.241987652624175,True
persp_1.0m,nasolabial_angle,deg,profile,pitch,100.66978280449668,7.105427357601002e-15,2.1316282072803005e-15,2.1316282072803005e-15,3.552713678800501e-16,9.473903143468002e-16,1.0056912567681417e-15,5.684341886080802e-14,0.15,"unmeasured angle, conservative default",1.4210854715202004e-14,-1.4210854715202004e-14,2.842170943040401e-14,False
persp_1.0m,nasolabial_angle,deg,profile,roll,100.66978280449668,0.03478683866968453,0.069869579816082,0.069869579816082,0.1421624942829709,0.21962627775518465,0.16880263790377076,7.346836467826776,0.05,"unmeasured angle, conservative default",1.39739159632164,-0.44796650695104745,-0.9494250893705924,True
persp_1.0m,facial_convexity_angle,deg,profile,yaw,173.192032159384,0.005150900497139332,0.010283173146294188,0.010283173146294188,0.020417637962955128,0.03025640758074246,0.023747575664588357,1.009879026682512,0.15,"unmeasured angle, conservative default",0.06855448764196126,0.06403589878621574,0.14162756413966804,True
persp_1.0m,facial_convexity_angle,deg,profile,pitch,173.192032159384,0.0,0.0,0.0,0.0,0.0,9.619655499521357e-17,2.842170943040401e-14,0.15,"unmeasured angle, conservative default",0.0,0.0,0.0,False
persp_1.0m,facial_convexity_angle,deg,profile,roll,173.192032159384,0.006077600627102697,0.010470589154303411,0.010470589154303411,0.021773189357800503,0.03496840016074666,0.026372603143442436,1.2673835418852377,0.05,"unmeasured angle, conservative default",0.2094117830860682,-0.04303751417643298,-0.16637426890963525,True
persp_1.0m,mentolabial_angle,deg,profile,yaw,113.38522105721376,0.07211616138779534,0.07219921788029851,0.07219921788029851,0.11264609410468118,0.1735219382327268,0.13485788477437421,7.387449671022935,0.15,"unmeasured angle, conservative default",0.4813281192019901,-0.16745980153883977,1.2765245560671303,True
persp_1.0m,mentolabial_angle,deg,profile,pitch,113.38522105721376,7.105427357601002e-15,4.973799150320701e-15,4.973799150320701e-15,1.0658141036401502e-15,1.6579330501069005e-15,1.7009299951426399e-15,8.526512829121202e-14,0.15,"unmeasured angle, conservative default",3.315866100213801e-14,-8.526512829121202e-14,1.4210854715202004e-14,False
persp_1.0m,mentolabial_angle,deg,profile,roll,113.38522105721376,0.03891889284127785,0.05556659905984489,0.05556659905984489,0.11281991997622356,0.1736801593359059,0.13382238265970803,6.3095906867756355,0.05,"unmeasured angle, conservative default",1.1113319811968976,-0.16835059594737345,-0.9429813852495244,True
persp_1.0m,mentocervical_angle,deg,profile,yaw,87.36707506187837,0.12023887785261707,0.12116255654479602,0.12116255654479602,0.12502908497572882,0.09215672741335533,0.10932570480267584,4.096449908040427,0.15,"unmeasured angle, conservative default",0.8077503769653068,1.2002735655510577,-1.2229775653448627,False
persp_1.0m,mentocervical_angle,deg,profile,pitch,87.36707506187837,1.4210854715202005e-15,2.1316282072803005e-15,2.1316282072803005e-15,3.552713678800501e-16,0.0,3.6292336657285116e-16,2.842170943040401e-14,0.15,"unmeasured angle, conservative default",1.4210854715202004e-14,-1.4210854715202004e-14,-2.842170943040401e-14,False
persp_1.0m,mentocervical_angle,deg,profile,roll,87.36707506187837,0.024324498658482695,0.024586178895479805,0.024586178895479805,0.025673694173156746,0.027651114186693113,0.02640211475962931,0.8724553663840169,0.05,"unmeasured angle, conservative default",0.4917235779095961,0.2531351314644752,-0.2385884464451209,False
persp_1.0m,submental_cervical_angle,deg,profile,yaw,110.81558506742743,0.102249802551205,0.10337062406748956,0.10337062406748956,0.10802088976481876,0.11643411023267376,0.11112005351517104,5.632240397015295,0.15,"unmeasured angle, conservative default",0.6891374937832638,-1.2763652805936516,0.7910472007561395,True
persp_1.0m,submental_cervical_angle,deg,profile,pitch,110.81558506742743,4.263256414560601e-15,2.1316282072803005e-15,2.1316282072803005e-15,7.105427357601002e-16,4.736951571734001e-16,7.083564504192999e-16,4.263256414560601e-14,0.15,"unmeasured angle, conservative default",1.4210854715202004e-14,1.4210854715202004e-14,2.842170943040401e-14,False
persp_1.0m,submental_cervical_angle,deg,profile,roll,110.81558506742743,0.049997710663802764,0.05044059263544511,0.05044059263544511,0.05226756864617421,0.0833912664953156,0.06631294760923798,4.16739699810411,0.05,"unmeasured angle, conservative default",1.0088118527089023,-0.25340937868787705,0.7554024740210252,True
persp_1.0m,gonial_angle_l,deg,profile,yaw,144.38663239980397,0.555051825996037,0.5760292293732121,0.5760292293732121,0.6632546024993111,0.7372956853896336,0.7007528462078322,33.61753385419084,0.15,mandibular yaw study; roll slope measured in evals/,3.840194862488081,6.999214502209071,-4.521370085255171,True
persp_1.0m,gonial_angle_l,deg,profile,pitch,144.38663239980397,0.026556197950222328,0.026455750674850266,0.026455750674850266,0.02605601700906064,0.025397105238307915,0.025813975253877026,0.980415720450651,0.1,mandibular yaw study; roll slope measured in evals/,0.26455750674850265,-0.2891454488218983,0.239969564675107,True
persp_1.0m,gonial_angle_l,deg,profile,roll,144.38663239980397,0.9976892634065961,1.0004132387711877,1.0004132387711877,1.0033827048535184,0.9870144500472927,0.9968272565036534,37.521184923162906,1.15,mandibular yaw study; roll slope measured in evals/,0.8699245554532068,-11.154009836634941,8.854254938788813,True
persp_1.0m,gonial_angle_r,deg,profile,yaw,130.92521114938805,0.1968715471450281,0.22208597399945945,0.22208597399945945,0.35983706042759567,0.8019843350537699,0.5237875427462572,44.81396544311346,0.15,mandibular yaw study; roll slope measured in evals/,1.4805731599963965,-1.3779420109536318,3.063777469035557,True
persp_1.0m,gonial_angle_r,deg,profile,pitch,130.92521114938805,0.02151438459942199,0.021448505403456865,0.021448505403456865,0.021184536955745868,0.02074327775398501,0.021022345192880033,0.9767692968213453,0.1,mandibular yaw study; roll slope measured in evals/,0.21448505403456863,0.2549349167080379,-0.17403519136109935,True
persp_1.0m,gonial_angle_r,deg,profile,roll,130.92521114938805,1.2967978634488362,1.2748843800677725,1.2748843800677725,1.1917491725432328,1.0707081063684198,1.1475623606219432,34.8565831825148,1.15,mandibular yaw study; roll slope measured in evals/,1.108595113102411,12.025626291512907,-13.472061309842545,True
persp_1.0m,e_line_upper_lip,mm,profile,yaw,-2.6721019108280224,0.0012685618515698364,0.0012632269638001806,0.003375471183779943,0.0020316624262583143,0.0031398065119405535,0.0024332959057375408,0.1299781324752288,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.06648562967369372,0.002667085168227806,-0.022597454107775805,True
persp_1.0m,e_line_upper_lip,mm,profile,pitch,-2.6721019108280224,0.007951050215576055,0.00792079406901799,0.021165168967098236,0.00780045940918202,0.007602339181286502,0.007727686876605659,0.36204477165415355,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.7920794069017989,-0.09440018767797172,0.06401569370238806,True
persp_1.0m,e_line_upper_lip,mm,profile,roll,-2.6721019108280224,0.0015025333197002792,0.001510906193645347,0.0040372953271216264,0.0015458152155422588,0.0018111150513286792,0.0016200092169479632,0.10259577840234688,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.3021812387290694,0.009773536523883108,-0.020444587349023834,True
persp_1.0m,e_line_lower_lip,mm,profile,yaw,-0.6244585987261111,0.0012163971317300608,0.001211648053207682,0.0007566240454552897,0.002033334020538284,0.0031421334812523835,0.0024324181571791044,0.12868840444654647,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.06377095016882538,0.002142589654603605,-0.022090371409550037,True
persp_1.0m,e_line_lower_lip,mm,profile,pitch,-0.6244585987261111,0.007951050215576358,0.007920794069017894,0.004946207965137006,0.007800459409181827,0.007602339181286703,0.007727686876605764,0.3620447716541623,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.7920794069017894,-0.09440018767797338,0.0640156937023845,True
persp_1.0m,e_line_lower_lip,mm,profile,roll,-0.6244585987261111,0.001711440569501056,0.0017182093335188324,0.0010729505927272952,0.0017465875529950128,0.0017981895730078139,0.0017656298448628497,0.10786201846845121,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.34364186670376645,0.01189420915518039,-0.022469977515196256,True
persp_1.0m,nasal_tip_projection_ratio,ratio,profile,yaw,0.5614998643139947,0.009308997901759545,0.009307739329568288,0.005226294370622625,0.009299623631146314,0.009274817136233994,0.009290350152410086,0.3728399406700215,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.4898810173456994,-0.10319293620102081,0.08296185039034493,True
persp_1.0m,nasal_tip_projection_ratio,ratio,profile,pitch,0.5614998643139947,0.005032801105445364,0.0050136497777949224,0.0028151636699497383,0.004937481172060382,0.004812076392197515,0.0048914181146697405,0.27765350938014544,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.5013649777794922,0.03502174351483064,-0.06525125204106781,True
persp_1.0m,nasal_tip_projection_ratio,ratio,profile,roll,0.5614998643139947,0.0005190737205057007,0.0010426021813820926,0.0005854209833795199,0.0021207657789253497,0.0032690030339407577,0.0025153171781607704,0.10841706671147179,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.20852043627641853,0.008046092155198564,0.012805951472443289,True
persp_1.0m,submental_length,mm,profile,yaw,70.02856560004639,0.0008109862201305847,0.0014869059450487861,0.1041258905139479,0.002951307128896483,0.004370650274607475,0.003432339195458309,0.1513039682327129,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.07825820763414663,-0.02285358953290298,-0.006884529368072743,True
persp_1.0m,submental_length,mm,profile,pitch,70.02856560004639,0.0,0.0,0.0,0.0,3.3821566464663267e-18,2.3727129704440692e-18,2.029293987879796e-16,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.0,0.0,0.0,False
persp_1.0m,submental_length,mm,profile,roll,70.02856560004639,0.0015073088386118277,0.0015017802688368717,0.10516751807309817,0.0014797498626521147,0.0014433371334091904,0.001466372494431123,0.045071122128353194,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.30035605376737434,0.015231185950773675,-0.014804419425963757,False
persp_1.0m,chin_projection,mm,profile,yaw,-4.0,0.0008121352871808263,0.001515039441410071,0.006060157765640284,0.0030075292920543227,0.004455298071264672,0.003498141516349066,0.15451992192306374,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.0797389179689511,-0.007133888853442905,-0.023166899974758515,True
persp_1.0m,chin_projection,mm,profile,pitch,-4.0,0.19174263404484798,0.19101299543362335,0.7640519817344934,0.18811107882911782,0.1833333333333333,0.18635614121660532,5.633974596215561,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",19.101299543362334,1.8949377073484417,-1.9253222013240254,False
persp_1.0m,chin_projection,mm,profile,roll,-4.0,0.004673766109264843,0.0046565677119212445,0.018626270847684978,0.004588048819361768,0.00447484405110076,0.004546460257336104,0.13987470552805625,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.9313135423842489,-0.04724403635758723,0.045887317880837664,False
persp_1.0m,brow_apex_lateral_offset_l,ratio,frontal,yaw,-0.6768517403093066,0.008590643336525832,0.008680811621352346,0.005875622453209589,0.009068420324248464,0.009829441453777262,0.009349059762976989,0.35690817743727954,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.4568848221764393,0.08120823937574768,-0.09240799305129924,True
persp_1.0m,brow_apex_lateral_offset_l,ratio,frontal,pitch,-0.6768517403093066,0.000825502375150829,0.0008144497977630206,0.0005512617630104632,0.0007718223685369628,0.0007059565047912885,0.0007477074109036821,0.032734077853873736,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.08144497977630206,-0.009576766486117747,0.006712229469142664,True
persp_1.0m,brow_apex_lateral_offset_l,ratio,frontal,roll,-0.6768517403093066,0.0002927820701318073,0.00029166734003594033,0.0001974155466947125,0.0002872338083343009,0.0002799343076815193,0.0002845525902369538,0.00848955684894087,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.05833346800718807,-0.002906531452387213,0.0029268153483315933,False
persp_1.0m,margin_reflex_distance_1_l,mm,frontal,yaw,5.299999999999997,0.0005522198463409342,0.0005501215436093578,0.002915644181129595,0.0005417744423011678,0.0005280259079182487,0.0005367242986851737,0.01598809812259361,0.0,"cos(pitch), first order",,0.005519839922002553,-0.0054825909501846045,False
persp_1.0m,margin_reflex_distance_1_l,mm,frontal,pitch,5.299999999999997,0.000761146017466168,0.0015195061286267899,0.008053382481721983,0.0030167700551641517,0.004469798504116155,0.003508488839153029,0.14577136635166194,0.001519224698779198,"cos(pitch), first order",1.0001852457031657,-0.009744469991654656,-0.020645652580881142,True
persp_1.0m,margin_reflex_distance_1_l,mm,frontal,roll,5.299999999999997,0.0007610603816508152,0.0015192246987792129,0.008051890903529823,0.0030153689607045884,0.004465819873852041,0.0035058366140699516,0.13397459621556157,0.0,"cos(pitch), first order",,-0.015192246987791792,-0.015192246987792464,False
persp_1.0m,margin_reflex_distance_2_l,mm,frontal,yaw,5.300000000000001,0.0005522198463409506,0.0005501215436093743,0.002915644181129684,0.0005417744423011674,0.0005280259079182539,0.0005367242986851747,0.015988098122593768,0.0,"cos(pitch), first order",,0.005519839922002717,-0.005482590950184768,False
persp_1.0m,margin_reflex_distance_2_l,mm,frontal,pitch,5.300000000000001,0.00076207804484354,0.0015213220227986244,0.00806300672083271,0.003020030966138033,0.0044738362102912654,0.0035116898299158484,0.14130208294394483,0.001519224698779198,"cos(pitch), first order",1.0013805225922878,-0.011575391721226711,-0.018851048734745777,True
persp_1.0m,margin_reflex_distance_2_l,mm,frontal,roll,5.300000000000001,0.0007610603816509486,0.0015192246987791782,0.008051890903529646,0.0030153689607046027,0.004465819873852039,0.0035058366140699503,0.1339745962155615,0.0,"cos(pitch), first order",,-0.015192246987792453,-0.015192246987791112,False
persp_1.0m,medial_canthal_angle_l,deg,frontal,yaw,36.92039674289425,0.08507447423478424,0.08638154817662844,0.08638154817662844,0.11110395344340969,0.17689862019812708,0.13698846485751592,8.375601843329726,0.15,"unmeasured angle, conservative default",0.5758769878441896,-0.3271155689400018,1.400515394592567,True
persp_1.0m,medial_canthal_angle_l,deg,frontal,pitch,36.92039674289425,0.026497602170938706,0.05295725811542731,0.05295725811542731,0.10559662336119491,0.1575251632088325,0.12322117474789934,5.06189092701619,0.15,"unmeasured angle, conservative default",0.35304838743618205,-0.353421820439479,-0.7057233418690672,True
persp_1.0m,medial_canthal_angle_l,deg,frontal,roll,36.92039674289425,0.0026281108106488205,0.0026180312562033236,0.0026180312562033236,0.0025779496333116826,0.002511982301349273,0.0025537192170901005,0.07991426600744234,0.05,"unmeasured angle, conservative default",0.052360625124066466,0.025665949310038627,-0.026694675814027846,False
persp_1.0m,brow_apex_lateral_offset_r,ratio,frontal,yaw,-0.6756945492843454,0.008611003784518147,0.008701346274663086,0.005879452249225492,0.009089571931719767,0.009851047872907715,0.00937038292862769,0.3580579720008516,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.4579655934033203,-0.0926661754131951,0.08136075008006663,True
persp_1.0m,brow_apex_lateral_offset_r,ratio,frontal,pitch,-0.6756945492843454,0.000922594011348539,0.0009096852930970307,0.0006146693941097958,0.0008599206949167791,0.0007831086410412312,0.0008317993864478522,0.03445921213962366,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.09096852930970308,-0.01045213490583534,0.007741570956105274,True
persp_1.0m,brow_apex_lateral_offset_r,ratio,frontal,roll,-0.6756945492843454,0.000293502880336821,0.00029238512725187195,0.0001975630367758996,0.0002879395969516479,0.0002806204264678333,0.0002852511551871649,0.008538282625453638,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.058477025450374386,0.0029371827036271886,-0.002910519841410251,False
persp_1.0m,margin_reflex_distance_1_r,mm,frontal,yaw,5.5,0.000552219846340937,0.000550121543609369,0.0030256684898515296,0.0005417744423011683,0.0005280259079182462,0.0005367242986851735,0.01598809812259364,0.0,"cos(pitch), first order",,-0.005482590950184632,0.005519839922002748,False
persp_1.0m,margin_reflex_distance_1_r,mm,frontal,pitch,5.5,0.000761125162902022,0.0015194654514310538,0.008357059982870795,0.0030166966515302574,0.00446970671966659,0.003508415453571535,0.14585524532272115,0.001519224698779198,"cos(pitch), first order",1.0001584707331637,-0.009709859097801109,-0.02067944993081997,True
persp_1.0m,margin_reflex_distance_1_r,mm,frontal,roll,5.5,0.0007610603816508708,0.0015192246987791869,0.008355735843285528,0.0030153689607045607,0.0044658198738520465,0.003505836614069944,0.13397459621556188,0.0,"cos(pitch), first order",,-0.01519224698779195,-0.015192246987791787,False
persp_1.0m,margin_reflex_distance_2_r,mm,frontal,yaw,5.5,0.000552219846340937,0.000550121543609361,0.0030256684898514854,0.0005417744423011764,0.0005280259079182436,0.0005367242986851736,0.015988098122593476,0.0,"cos(pitch), first order",,-0.005482590950184632,0.005519839922002587,False
persp_1.0m,margin_reflex_distance_2_r,mm,frontal,pitch,5.5,0.0007620923611567772,0.0015213498701664107,0.008367424285915259,0.0030200806175545254,0.004473896797044887,0.0035117425254053533,0.14121730728305337,0.001519224698779198,"cos(pitch), first order",1.001398852578503,-0.011609872338491846,-0.01881712506483637,True
persp_1.0m,margin_reflex_distance_2_r,mm,frontal,roll,5.5,0.0007610603816509354,0.0015192246987792031,0.008355735843285616,0.0030153689607045927,0.004465819873852041,0.003505836614069955,0.13397459621556154,0.0,"cos(pitch), first order",,-0.01519224698779195,-0.015192246987792112,False
persp_1.0m,medial_canthal_angle_r,deg,frontal,yaw,38.218197488410226,0.08764628419304472,0.08898005175153365,0.08898005175153365,0.11439356633473938,0.18202246158221105,0.14100300762841653,8.616028485069037,0.15,"unmeasured angle, conservative default",0.5932003450102243,1.442574475333835,-0.33702655969683804,True
persp_1.0m,medial_canthal_angle_r,deg,frontal,pitch,38.218197488410226,0.02729499454447506,0.054554986952435415,0.054554986952435415,0.10881458745283545,0.16240263530200363,0.12700586052288412,5.216171821923147,0.15,"unmeasured angle, conservative default",0.3636999130162361,-0.36554492294687435,-0.7255548161018339,True
persp_1.0m,medial_canthal_angle_r,deg,frontal,roll,38.218197488410226,0.0027077567438432482,0.0026973732011907003,0.0026973732011907003,0.0026560826344356413,0.00258812515309792,0.002631121210763981,0.0822990293438366,0.05,"unmeasured angle, conservative default",0.053947464023814,-0.02749943955845424,0.026448024465359765,False
persp_1.0m,upper_vermilion_height,mm,frontal,yaw,4.030958774285267,4.569046353602976e-05,9.04551206625466e-05,0.00036462086231372484,0.0001736743655269388,0.0002432935037355115,0.00019652228516360738,0.007298805112065345,0.0,"cos(pitch), first order",,0.000904551206625466,0.000904551206625466,False
persp_1.0m,upper_vermilion_height,mm,frontal,pitch,4.030958774285267,0.00643827919026535,0.00639533505554585,0.025779331956646702,0.006226424397633176,0.005954820882628606,0.006126766121601478,0.31759188740580435,0.001519224698779198,"cos(pitch), first order",4.209604451984584,-0.07974821536440585,0.04815848574651115,True
persp_1.0m,upper_vermilion_height,mm,frontal,roll,4.030958774285267,7.045453550258214e-06,1.4063355850837692e-05,5.668880766283024e-05,2.7907232346153035e-05,4.131707985918284e-05,3.244105429904876e-05,0.0012395123957754852,0.0,"cos(pitch), first order",,0.00014063355850837692,0.00014063355850837692,False
persp_1.0m,lower_vermilion_height,mm,frontal,yaw,8.03716242815527,4.80918622576432e-05,9.525069391531114e-05,0.0007655452983918564,0.00018320664333950054,0.00025743953119715564,0.00020761621101195177,0.007723185935914669,0.0,"cos(pitch), first order",,0.0009525069391531114,0.0009525069391531114,False
persp_1.0m,lower_vermilion_height,mm,frontal,pitch,8.03716242815527,0.00664982813585227,0.006603866135901258,0.05307634478803251,0.006423139942523118,0.006132737261122107,0.0063165867747639725,0.32136009368004304,0.001519224698779198,"cos(pitch), first order",4.346865964730511,-0.08163454041373211,0.050442782304293055,True
persp_1.0m,lower_vermilion_height,mm,frontal,roll,8.03716242815527,7.0454535492517124e-06,1.4063355850660927e-05,0.00011302947525670959,2.7907232346084964e-05,4.131707985924407e-05,3.244105429907761e-05,0.0012395123957773223,0.0,"cos(pitch), first order",,0.00014063355850660927,0.00014063355850660927,False
persp_1.0m,cupids_bow_peak_height_l,mm,frontal,yaw,1.6799491702292357,0.003749370345900229,0.0037330161479370502,0.0062712773801791855,0.003668193300497554,0.003562234419244431,0.0036292852950108277,0.12075880542553732,0.0,"cos(pitch), first order",,-0.03892685845416059,0.03573346450458041,False
